time,msg
2020-07-18 16:21:32, Microcontroller/Coprocessor BMC_Boot_Up | Device Enabled
2020-07-18 19:45:38, Memory #0xe2 | Correctable ECC | Asserted
2020-07-19 01:56:18, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-07-19 04:20:00, Memory CPU1A1_DIMM_Stat | Correctable ECC | Asserted
2020-07-19 04:22:31, Memory CPU1A1_DIMM_Stat | Correctable ECC | Asserted
2020-07-19 04:46:52, Memory | Correctable ECC (@DIMM4A(CPU1)) | Asserted
2020-07-19 04:47:20, Memory | Correctable ECC | Asserted | CPU 0 DIMM 8
2020-07-19 04:47:45, Memory | Correctable ECC (@DIMM4A(CPU1)) | Asserted
2020-07-19 04:59:44, Memory CPU1A1_DIMM_Stat | Correctable ECC | Asserted
2020-07-19 05:17:03, Memory CPU1B0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-19 09:16:30, OS Stop/Shutdown OS Status | OS graceful shutdown | Asserted
2020-07-19 10:50:12, Memory #0xf9 | Correctable ECC | Asserted
2020-07-19 12:37:08, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-19 12:40:03, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-19 12:41:26, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-19 12:43:00, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-19 12:44:48, Processor CPU0_Status | Configuration Error | Asserted
2020-07-19 12:45:27, Processor CPU0_Status | Configuration Error | Asserted
2020-07-19 12:45:42, Memory CPU1A0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-19 17:09:23, System ACPI Power State Power Status | Legacy ON state | Asserted
2020-07-19 17:09:40, Processor CPU_CATERR | State Asserted | Asserted
2020-07-19 18:34:36, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-07-19 20:43:43, Memory #0xe2 | Correctable ECC | Asserted
2020-07-19 21:00:19, Memory CPU1B0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-20 00:27:50, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-20 01:19:12, Memory CPU1A1_DIMM_Stat | Correctable ECC | Asserted
2020-07-20 04:00:37, Memory #0xe2 | Correctable ECC | Asserted
2020-07-20 07:15:57, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-20 07:30:34, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-20 07:54:17, Temperature CPU1_Temp | Upper Non-critical going high | Reading 251 &gt; Threshold 0 degrees C
2020-07-20 07:59:29, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-20 08:30:24, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-20 08:30:43, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-20 08:30:51, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-20 09:27:18, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-20 09:27:43, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-20 09:27:46, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-20 09:35:04, Processor #0xfa | Configuration Error | Asserted
2020-07-20 10:22:28, Processor #0xfa | Configuration Error | Asserted
2020-07-20 10:24:35, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-20 10:46:57, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-07-20 12:45:37, Unknown #0x41 |  | Asserted
2020-07-20 12:45:49, Memory #0x30 | Correctable ECC | Asserted
2020-07-20 12:46:01, Unknown #0x41 |  | Asserted
2020-07-20 13:49:18, Memory #0xf9 | Uncorrectable ECC | Asserted
2020-07-20 14:00:59, Memory CPU1B1_DIMM_Stat | Correctable ECC | Asserted
2020-07-20 16:31:46, Processor CPU_CATERR | State Asserted | Asserted
2020-07-20 16:32:24, Processor CPU_CATERR | State Deasserted | Asserted
2020-07-20 18:58:50, Memory #0x87 | Correctable ECC | Asserted
2020-07-20 18:59:01, Memory #0x87 | Correctable ECC | Asserted
2020-07-20 18:59:48, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-07-20 19:02:43, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-07-20 19:27:06, Watchdog 2 IPMI Watchdog | Power cycle | Asserted
2020-07-20 20:06:46, System Event #0xff | Timestamp Clock Sync | Asserted
2020-07-20 20:49:29, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-07-20 21:30:00, Processor CPU0_Status | Configuration Error | Asserted
2020-07-20 22:06:58, Memory #0xe2 | Correctable ECC | Asserted
2020-07-21 01:19:44, System Boot Initiated | Initiated by power up | Asserted
2020-07-21 01:26:16, System Event #0xff | Timestamp Clock Sync | Asserted
2020-07-21 01:33:39, Unknown CPU0 MCERR |  | Asserted
2020-07-21 01:58:20, Watchdog2 IPMI Watchdog | Power cycle | Asserted
2020-07-21 02:12:47, Unknown CPU0 MCERR |  | Asserted
2020-07-21 02:44:35, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-21 05:45:28, Button Button_Pressed | Power Button pressed | Asserted
2020-07-21 06:42:27, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-21 07:55:18, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-21 07:57:09, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-21 11:13:02, Processor CPU0_Status | IERR | Deasserted
2020-07-21 12:25:45, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-21 14:04:11, Memory DIMM000 | Presence Detected | Asserted
2020-07-21 14:04:18, Memory DIMM010 | Presence Detected | Asserted
2020-07-21 14:45:05, Drive Slot HDD40 | Drive Present | Asserted
2020-07-21 14:45:05, Drive Slot HDD23 | Drive Present | Asserted
2020-07-21 14:51:54, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-07-21 14:58:02, System Boot Initiated #0xb8 | Initiated by warm reset | Asserted
2020-07-21 15:00:23, Processor CPU_CATERR |  | Asserted
2020-07-21 15:00:39, Memory #0x87 | Correctable ECC | Asserted
2020-07-21 15:01:40, Power Unit Power Unit | Power off/down | Asserted
2020-07-21 15:11:53, Drive Slot HDD0 | Drive Present | Asserted
2020-07-21 15:11:54, Drive Slot HDD60 | Drive Present | Asserted
2020-07-21 15:30:02, Drive Slot HDD12 | Drive Present | Asserted
2020-07-21 15:30:04, System ACPI Power State #0x04 | S0/G0: working | Asserted
2020-07-21 15:30:33, Memory #0x4b | Presence Detected | Asserted
2020-07-21 15:31:48, System Boot Initiated #0x07 | System Restart | Asserted
2020-07-21 16:53:50, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-21 21:52:52, Microcontroller #0x16 | Transition to Running | Asserted
2020-07-22 00:13:39, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-22 00:16:55, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-22 00:27:53, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-22 01:52:49, Processor | Configuration Error () | Asserted
2020-07-22 01:53:39, Processor | Configuration Error | Asserted
2020-07-22 01:54:19, Processor | Configuration Error | Asserted
2020-07-22 01:54:21, Processor | Configuration Error () | Asserted
2020-07-22 02:02:21, Processor | Configuration Error | Asserted
2020-07-22 02:19:34, Processor | Configuration Error | Asserted
2020-07-22 02:22:34, Processor | Configuration Error | Asserted
2020-07-22 03:00:14, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-07-22 05:45:48, System Boot Initiated | Initiated by power up | Asserted
2020-07-22 10:49:31, System Event #0x10 | Timestamp Clock Sync | Asserted
2020-07-22 11:08:24, System ACPI Power State ACPI_PWR_Status�Tota | S0/G0: working | Asserted
2020-07-22 11:12:19, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-22 12:49:15, Processor CPU0_Status | Configuration Error | Asserted
2020-07-22 13:02:37, Memory #0xf9 | Correctable ECC | Asserted
2020-07-22 13:03:24, Memory #0xf9 | Correctable ECC | Asserted
2020-07-22 14:11:25, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-22 16:06:03, Memory #0xe2 | Correctable ECC | Asserted
2020-07-22 16:06:06, Memory #0xe2 | Correctable ECC | Asserted
2020-07-22 16:06:10, Memory #0xe2 | Correctable ECC | Asserted
2020-07-22 16:29:01, Memory #0xf9 | Correctable ECC | Asserted
2020-07-22 16:51:00, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-22 17:45:23, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-07-22 21:05:43, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-22 21:21:03, Memory DIMM111 | Presence Detected | Asserted
2020-07-22 21:27:54, Memory CPU1C0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-23 01:22:05, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-23 01:36:12, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-07-23 01:53:09, Processor CPU1_Status | Presence detected | Asserted
2020-07-23 02:16:33, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-07-23 07:20:54, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-23 07:39:07, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-07-23 07:55:13, Drive Slot / Bay HDD34 | Drive Present | Asserted
2020-07-23 07:55:13, Drive Slot HDD5 | Drive Present | Asserted
2020-07-23 10:16:56, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-23 10:25:45, Memory DIMM030 | Presence Detected | Deasserted
2020-07-23 10:35:20, Power Unit PS1 Presence | Device Present | Asserted
2020-07-23 10:54:41, Memory DIMM111 | Presence Detected | Deasserted
2020-07-23 10:54:41, Memory DIMM101 | Presence Detected | Deasserted
2020-07-23 11:37:45, Drive Slot / Bay HDD_R_6_Status | Drive Fault | Deasserted
2020-07-23 12:22:17, Memory DIMM000 | Presence Detected | Deasserted
2020-07-23 14:09:08, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-07-23 15:38:23, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-23 17:10:17, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-23 18:48:49, Memory CPU0F0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-23 19:03:12, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-07-23 19:03:50, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-07-23 19:03:54, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-07-23 20:28:42, Memory #0x87 | Correctable ECC | Asserted
2020-07-23 21:08:48, Memory #0xf9 | Correctable ECC | Asserted
2020-07-23 21:08:53, Memory #0xf9 | Correctable ECC | Asserted
2020-07-23 21:11:15, Memory #0xf9 | Correctable ECC | Asserted
2020-07-23 21:12:16, Memory #0xf9 | Correctable ECC | Asserted
2020-07-23 21:14:35, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-23 21:14:54, Memory #0xf9 | Correctable ECC | Asserted
2020-07-24 01:39:56, Temperature CPU0_Temp | Upper Non-critical going high | Deasserted | Reading 84
2020-07-24 02:07:01, Power Supply PS2_Status | Presence detected | Asserted
2020-07-24 02:13:30, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-24 02:14:12, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-07-24 02:17:10, Drive Slot / Bay DISK8 | Drive Present | Deasserted
2020-07-24 02:17:15, Memory DIMM121 | Presence Detected | Asserted
2020-07-24 02:56:03, Memory #0xe2 | Correctable ECC | Asserted
2020-07-24 03:50:12, Power Supply PS1_Status | Predictive failure | Deasserted
2020-07-24 03:55:39, Power Supply PS1_Status | Predictive failure | Asserted
2020-07-24 04:03:19, Power Supply PS1_Status | Predictive failure | Asserted
2020-07-24 04:38:12, Temperature CPU0_Temp | Upper Non-critical going high | Deasserted | Reading 84
2020-07-24 05:00:05, Power Supply PS1_Status | Predictive failure | Asserted
2020-07-24 05:03:28, Temperature CPU0_Temp | Upper Non-critical going high | Asserted | Reading 85
2020-07-24 05:06:48, Power Supply PS1_Status | Predictive failure | Asserted
2020-07-24 05:37:51, OS Boot BIOS_Boot_Up | boot completed - device not specified | Asserted
2020-07-24 05:47:31, Memory DIMM131 | Presence Detected | Asserted
2020-07-24 06:52:46, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-24 07:35:55, Power Unit Pwr Unit Status | Power off/down | Asserted
2020-07-24 09:21:12, Memory #0x87 | Correctable ECC | Asserted
2020-07-24 09:28:12, Memory #0x87 | Correctable ECC | Asserted
2020-07-24 09:55:11, Memory #0x80 | Correctable ECC | Asserted
2020-07-24 09:55:15, Memory #0x80 | Correctable ECC | Asserted
2020-07-24 10:03:48, Memory #0x80 | Correctable ECC | Asserted
2020-07-24 10:30:09, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-24 10:30:48, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-24 10:53:49, Processor CPU_CATERR | State Asserted | Asserted
2020-07-24 12:18:57, Microcontroller BMC_Boot_Up | Device Enabled | Asserted
2020-07-24 13:14:59, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted
2020-07-24 13:33:33, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted
2020-07-24 13:42:36, Memory #0x87 | Correctable ECC | Asserted
2020-07-24 13:55:25, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted
2020-07-24 16:40:16, Memory #0x87 | Correctable ECC | Asserted
2020-07-24 16:54:26, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-24 16:54:46, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-24 16:55:04, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-24 16:55:49, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-24 16:56:05, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-24 16:56:46, Memory #0x87 | Correctable ECC | Asserted
2020-07-24 17:21:38, Memory #0x87 | Correctable ECC | Asserted
2020-07-24 17:23:21, Memory #0x87 | Correctable ECC | Asserted
2020-07-24 20:28:51, Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Asserted | Reading -16 &lt; Threshold 1 degrees C
2020-07-24 20:29:11, Temperature CPU0_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 96 &lt; Threshold 1 degrees C
2020-07-24 20:29:18, Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 124 &lt; Threshold 0 degrees C
2020-07-24 20:29:26, Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 120 &lt; Threshold 0 degrees C
2020-07-24 20:30:37, Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Deasserted | Reading 108 &lt; Threshold 1 degrees C
2020-07-24 20:30:45, Temperature CPU1_Margin_Temp | Lower Critical going low  | Deasserted | Reading 104 &lt; Threshold 0 degrees C
2020-07-25 00:39:49, OS Boot OS_Boot | boot completed - device not specified | Asserted
2020-07-25 07:30:34, Memory #0xe2 | Correctable ECC | Asserted
2020-07-25 07:31:20, Processor CPU0_Status | Configuration Error | Asserted
2020-07-25 07:32:36, Memory CPU0E0_DIMM_Stat | Uncorrectable ECC | Deasserted
2020-07-25 08:54:06, System ACPI Power State Power Status | Legacy ON state | Asserted
2020-07-25 09:04:36, System ACPI Power State Power Status | Legacy OFF state | Asserted
2020-07-25 09:11:45, Button Button_Pressed | Power Button pressed | Asserted
2020-07-25 10:49:19, Memory #0x4e | Presence Detected | Asserted
2020-07-25 10:49:31, System Boot Initiated #0x07 | System Restart | Asserted
2020-07-25 10:57:10, Drive Slot / Bay #0x42 | Drive Present | Asserted
2020-07-25 11:04:15, Power Unit #0x25 | Device Present | Asserted
2020-07-25 11:04:15, Drive Slot / Bay #0x15 | Drive Present | Asserted
2020-07-25 11:15:00, System Boot Initiated #0xe0 | Initiated by power up | Asserted
2020-07-25 11:17:50, Memory #0xe2 | Correctable ECC | Asserted
2020-07-25 11:17:56, Memory #0xe2 | Correctable ECC | Asserted
2020-07-25 11:31:50, Drive Slot / Bay #0x16 | Drive Present | Asserted
2020-07-25 11:41:35, Drive Slot #0x1e | Drive Present | Deasserted
2020-07-25 12:42:47, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-07-25 13:06:39, Fan FAN7_RPM | Lower Critical going low  | Asserted | Reading 0
2020-07-25 14:22:26, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-25 21:47:38, Memory #0xe2 | Correctable ECC | Asserted
2020-07-26 02:42:02, Memory CPU0C0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-07-26 02:42:07, Processor CPU0_Status | Configuration Error | Asserted
2020-07-26 03:09:25, Memory #0x87 | Correctable ECC | Asserted
2020-07-26 03:09:30, Memory #0x87 | Correctable ECC | Asserted
2020-07-26 07:01:53, f50 | OEM record ef | aa1700072286082090c0010800
2020-07-26 08:52:20, Microcontroller #0x3b | Transition to Running | Asserted
2020-07-26 09:30:57, Watchdog2 IPMI Watchdog | Power cycle | Asserted
2020-07-26 11:10:26, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted
2020-07-26 12:06:32, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-26 12:36:53, eb8 | OEM record ef | aa170007218060b3646c000000
2020-07-26 12:36:53, f5c | OEM record ef | aa170007218060b3646c000000
2020-07-26 12:36:53, f02 | OEM record ef | aa17000720900001014000008c
2020-07-26 14:32:31, Processor CPU1_Status | Configuration Error | Asserted
2020-07-26 15:06:52, f81 | OEM record ef | aa1700072286108081c0010020
2020-07-26 15:26:24, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-07-26 15:49:52, System Boot Initiated System Restart | System Restart | Asserted
2020-07-27 07:15:32, Unknown CPU0 CATERR |  | Asserted
2020-07-27 08:32:29, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-27 11:52:01, Memory DIMM111 | Presence Detected | Deasserted
2020-07-27 13:29:15, Processor CPU1_Status | Configuration Error | Asserted
2020-07-27 18:42:32, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-27 18:42:35, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-28 03:41:41, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-28 03:41:52, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-28 03:41:55, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-28 05:51:29, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted
2020-07-28 06:48:05, Power Supply PS1_Status | Power Supply AC lost | Asserted
2020-07-28 09:08:15, Button Button_Pressed | Power Button pressed | Asserted
2020-07-28 10:02:24, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-07-28 10:04:24, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-07-28 11:11:14, Memory #0x5a | Presence Detected | Asserted
2020-07-28 15:22:50, System Boot Initiated | Initiated by power up | Asserted
2020-07-28 15:34:55, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-07-28 15:35:06, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-07-28 15:35:54, System Event #0xff | Timestamp Clock Sync | Asserted
2020-07-28 15:46:02, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-28 15:46:06, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-28 15:46:12, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted
2020-07-28 15:53:48, OEM CPU0 MCERR |  | Asserted
2020-07-28 15:58:18, Microcontroller/Coprocessor #0x3b | Transition to Running | Asserted
2020-07-28 16:35:55, Microcontroller/Coprocessor #0x3b | Transition to Running | Asserted
2020-07-28 16:42:28, System Event #0xff | Timestamp Clock Sync | Asserted
2020-07-28 17:44:20, Processor CPU0_Status | IERR | Asserted
2020-07-28 17:53:46, Processor CPU1_Status | IERR | Deasserted
2020-07-28 18:15:54, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-07-28 21:02:12, System Boot Initiated System Restart | System Restart | Asserted
2020-07-29 04:22:30, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-07-29 05:15:32, Memory #0x87 | Correctable ECC | Asserted
2020-07-29 06:21:59, Power Supply PS2_Status | Presence detected | Asserted
